,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
430,-0.5423,2017-09-18 05:00:02+00:00,0.171,0.829,0.0,FoxNews,NY Times reporter slammed after saying boy mowing White House lawn sends bad signal on child labor https://t.co/HBumslG2jE,31
431,0.4404,2017-09-18 04:30:00+00:00,0.0,0.805,0.195,FoxNews,"McMaster: Trump better without Bannon, others who pushed their ‘own narrow agendas’ https://t.co/JoLvcZ8HYI",32
432,-0.5859,2017-09-18 04:00:00+00:00,0.213,0.787,0.0,FoxNews,Former Sheriff Joe Arpaio fires back at judge in his contempt case https://t.co/4q8LSKz9Az via @AndrewCraft,33
433,0.0,2017-09-18 03:37:04+00:00,0.0,1.0,0.0,FoxNews,"Listen up, UN -- Trump means what he's telling you https://t.co/Oa2r7tP6tj",34
434,0.8555,2017-09-18 02:53:51+00:00,0.0,0.489,0.511,FoxNews,Kate McKinnon thanked @HillaryClinton during her #Emmy Award acceptance speech. https://t.co/U17MSWWl4r https://t.co/x6CcnR2GDA,35
435,0.1531,2017-09-18 02:50:08+00:00,0.158,0.598,0.245,FoxNews,Acquitted St. Louis officer Stockley speaks out: 'Feels like a burden has been lifted' https://t.co/jVBgSbDPPY,36
436,-0.836,2017-09-18 02:41:01+00:00,0.426,0.574,0.0,FoxNews,St. Louis Police Shooting Protests Escalate into Violence for 3rd Night; Multiple Arrests Made https://t.co/rAK8NeoOul,37
437,0.0,2017-09-18 02:24:51+00:00,0.0,1.0,0.0,FoxNews,IT Cosmetics CEO told she was too fat to sell makeup  https://t.co/IYoD1dEyGN,38
438,-0.5106,2017-09-18 02:20:12+00:00,0.231,0.769,0.0,FoxNews,Tillerson Considers Closing Embassy in Havana Where Diplomats Mysteriously Got Sick https://t.co/NsKbM1EmkO,39
439,0.1531,2017-09-18 02:15:35+00:00,0.0,0.922,0.078,FoxNews,".@TomiLahren on universal basic income: ""If an iPad can replace you, be careful how you feel about minimum wage.""… https://t.co/4SVHXLUZuo",40
440,0.3612,2017-09-18 02:12:21+00:00,0.0,0.884,0.116,FoxNews,"Ruben Navarrette on universal basic income: ""If they had that incentive they wouldn't need the handout in the first… https://t.co/yrKbBkcumx",41
441,-0.3182,2017-09-18 02:06:30+00:00,0.133,0.867,0.0,FoxNews,"Ruben Navarrette on universal basic income: ""There's a tension that exists around the idea of incentive.""… https://t.co/OWD5M3H3NC",42
442,0.5106,2017-09-18 02:04:51+00:00,0.0,0.864,0.136,FoxNews,"Ruben Navarrette on universal basic income: ""We should just call it by its proper name, this is free money. This is… https://t.co/y4vzkkcZkx",43
443,0.0,2017-09-18 01:55:54+00:00,0.0,1.0,0.0,FoxNews,Former press secretary @seanspicer makes cameo appearance at the #Emmys https://t.co/U17MSWWl4r https://t.co/EZB2DQlHV2,44
444,0.4939,2017-09-18 01:50:30+00:00,0.0,0.824,0.176,FoxNews,".@LucyFlores on universal basic income: ""They idea isn't that we're taking care of everybody."" @NextRevFNC https://t.co/8AkjO6TpBS",45
445,0.0,2017-09-18 01:37:59+00:00,0.0,1.0,0.0,FoxNews,".@TomiLahren on @POTUS working with Dems: ""He's having to go to the Democrats because he wants to get something don… https://t.co/7qyXNrlRhn",46
446,-0.802,2017-09-18 01:22:12+00:00,0.375,0.625,0.0,FoxNews,"Utah mom killed, daughters injured when teen boy driver swerves into oncoming traffic https://t.co/wagJimLHve",47
447,-0.5423,2017-09-18 01:21:42+00:00,0.171,0.829,0.0,FoxNews,NY Times reporter slammed after saying boy mowing White House lawn sends bad signal on child labor https://t.co/sFPblxJPSC,48
448,0.0516,2017-09-18 01:20:43+00:00,0.123,0.746,0.132,FoxNews,"RT @Fox411: Emmy Awards 2017: Stephen Colbert, Alec Baldwin and Sean Spicer all turn out to mock Trump https://t.co/jyLVQGM8tk",49
449,0.0,2017-09-18 01:16:42+00:00,0.0,1.0,0.0,FoxNews,Russia and China Notably Absent at UN Reform Powwow https://t.co/M6EL6bpS6T,50
450,0.0,2017-09-18 00:56:08+00:00,0.0,1.0,0.0,FoxNews,WWE Star Bobby ‘The Brain’ Heenan Dies https://t.co/aND9X69V9h,51
451,0.0,2017-09-18 00:55:27+00:00,0.0,1.0,0.0,FoxNews,Oklahoma Police Officers Shot While Serving a Search Warrant https://t.co/jaxyToAcfx,52
452,-0.4588,2017-09-18 00:45:18+00:00,0.273,0.727,0.0,FoxNews,.@StephenAtHome mocks @realDonaldTrump during #Emmys opening monologue https://t.co/U17MSWWl4r https://t.co/oXSbZK5hne,53
453,0.0,2017-09-18 00:30:01+00:00,0.0,1.0,0.0,FoxNews,".@HarveyLevinTMZ interviews Judge Judy on the premiere of ""OBJECTified” now on Fox News Channel. https://t.co/D7nNAbf483",54
454,0.0,2017-09-18 00:09:38+00:00,0.0,1.0,0.0,FoxNews,".@JudgeJudy: ""In my first year of the Washington College of Law, 126 [students] and I was the only woman.""… https://t.co/8Vo2QqKuaA",55
455,0.0,2017-09-18 00:06:09+00:00,0.0,1.0,0.0,FoxNews,Trump Organization lawyer to talk with Senate Intel Committee https://t.co/r1gWFocoAS,56
456,0.25,2017-09-18 00:05:39+00:00,0.0,0.833,0.167,FoxNews,".@HarveyLevinTMZ discusses how he created the new series ""OBJECTified"" https://t.co/HdqMfrI9Ph https://t.co/rzud7SjSHj",57
457,0.0,2017-09-18 00:00:02+00:00,0.0,1.0,0.0,FoxNews,"TUNE IN NOW for a revealing interview with Judge Judy on the premiere of ""OBJECTified,"" hosted by @HarveyLevinTMZ. https://t.co/KDiDh8RsCu",58
458,0.4588,2017-09-17 23:47:15+00:00,0.0,0.7,0.3,FoxNews,Police think 2 Louisiana slayings likely racially motivated https://t.co/4JsgPh1pMv,59
459,-0.6908,2017-09-17 23:44:36+00:00,0.251,0.749,0.0,FoxNews,"On ""The Cost of Freedom,"" Ben Stein assailed celebrities accusing @POTUS and the country itself of being racist. https://t.co/9wuzqtZ3Rv",60
460,-0.4588,2017-09-17 23:38:47+00:00,0.176,0.824,0.0,FoxNews,"4 American tourists attacked with acid in Marseille's train station ID'd as Boston College students
 https://t.co/VBaK4MsQFG",61
461,0.3818,2017-09-17 23:30:56+00:00,0.0,0.894,0.106,FoxNews,RT @EricShawnTV: How to protect yourself in the #Equifax hack: Watch my segment with Gene Marks @FoxNews on what you should do: https://t.c…,62
462,0.0,2017-09-17 23:26:57+00:00,0.0,1.0,0.0,FoxNews,"Florida recovers, rests, reflects in wake of Hurricane Irma https://t.co/bLFzRBYgva",63
463,0.0,2017-09-17 23:26:41+00:00,0.0,1.0,0.0,FoxNews,"Florida Keys residents begin returning home after Hurricane Irma, @MattFinnFNC reports https://t.co/bLFzRBYgva https://t.co/dEZnTiSpP7",64
464,-0.5859,2017-09-17 23:21:38+00:00,0.241,0.759,0.0,FoxNews,Former Sheriff Joe Arpaio fires back at judge in his contempt case https://t.co/cRPz84HbjF,65
465,0.25,2017-09-17 23:02:06+00:00,0.107,0.73,0.163,FoxNews,MO Governor on St. Louis Protests: Only Safe Space for Looters Is a Jail Cell https://t.co/ApFlKp7uIo,66
466,0.7171,2017-09-17 23:00:05+00:00,0.0,0.77,0.23,FoxNews,They’re some of the most influential figures in the world. Get ready for a side of them you’ve never seen! Watch OB… https://t.co/Yr8qh151oo,67
467,0.5859,2017-09-17 22:39:18+00:00,0.0,0.789,0.211,FoxNews,"Katie Glueck: ""A border wall was the central campaign promise of [@POTUS] campaign.... a lot of people would like t… https://t.co/X3ud9aHPGt",68
468,-0.743,2017-09-17 22:17:57+00:00,0.512,0.488,0.0,FoxNews,Lawsuit filed in Florida nursing home tragedy https://t.co/XhXbfq0DqX,69
469,-0.6369,2017-09-17 22:07:02+00:00,0.181,0.819,0.0,FoxNews,A St. Louis protester stands on a Thin Blue Line Flag amid the acquittal of a white police officer who fatally shot… https://t.co/WmCcgYOLhE,70
470,0.0,2017-09-17 22:00:05+00:00,0.0,1.0,0.0,FoxNews,"Tonight 8p ET: Watch a revealing interview w/ Judge Judy on the premiere of ""OBJECTified,"" hosted by… https://t.co/dUTBbia6HK",71
471,0.4588,2017-09-17 21:41:46+00:00,0.0,0.667,0.333,FoxNews,Tropical Storm Maria strengthens into hurricane https://t.co/54Tg3WaTnl,72
472,-0.2023,2017-09-17 21:36:45+00:00,0.153,0.847,0.0,FoxNews,Fort Bragg soldiers charged in deadly NC parking lot shooting https://t.co/kyW5BwmtaU,73
473,0.0,2017-09-17 21:11:06+00:00,0.0,1.0,0.0,FoxNews,"RT @EricShawnTV: Board North Korean ships, says @GordonGChang. A look at #PresidentTrump's #UN speech @Foxnews: https://t.co/9tI3SLatHA. I…",74
474,0.4588,2017-09-17 21:02:52+00:00,0.0,0.667,0.333,FoxNews,BREAKING: Tropical Storm Maria strengthens into hurricane,75
475,0.0,2017-09-17 21:00:17+00:00,0.0,1.0,0.0,FoxNews,"NEW SERIES: OBJECTified, hosted by @HarveyLevinTMZ, premieres tonight at 8p ET on Fox News Channel. The season kick… https://t.co/GlTGbM7jwe",76
476,0.4019,2017-09-17 20:55:43+00:00,0.0,0.87,0.13,FoxNews,".@KimberlyEAtkins on Dems working with @POTUS: ""They are in the minority party. They can't really do anything witho… https://t.co/TWsiYgMnCV",77
477,-0.4019,2017-09-17 20:54:23+00:00,0.162,0.838,0.0,FoxNews,".@KimberlyEAtkins on Dems working with @POTUS: ""Democrats don't have anything to lose here."" @ANHQDC https://t.co/0W7KoS8t98",78
478,0.4019,2017-09-17 20:51:59+00:00,0.0,0.87,0.13,FoxNews,"@KimberlyEAtkins on DACA: ""On this specific issue, there's major support on both sides of the aisle for that."" https://t.co/feTmuO10d2",79
479,0.2023,2017-09-17 20:51:32+00:00,0.0,0.899,0.101,FoxNews,"@KimberlyEAtkins on bipartisanship: ""Once we get to tax reform... people may retreat to their corners."" @ANHQDC https://t.co/mtRNIjmrbj",80
480,-0.4588,2017-09-17 20:35:49+00:00,0.25,0.75,0.0,FoxNews,4 American tourists attacked with acid in Marseille's train station https://t.co/VBaK4MsQFG,81
481,-0.4019,2017-09-17 20:33:32+00:00,0.225,0.662,0.113,FoxNews,Tropical Storm Maria becomes growing threat to Caribbean islands @ANHQDC  https://t.co/OkT3pXklPQ https://t.co/zUNPTdSD7q,82
482,0.1531,2017-09-17 20:32:01+00:00,0.158,0.598,0.245,FoxNews,Acquitted St. Louis officer Stockley speaks out: 'Feels like a burden has been lifted' https://t.co/jVBgSbDPPY,83
483,0.0,2017-09-17 20:06:44+00:00,0.0,1.0,0.0,FoxNews,H.R. McMaster on 'Rocket Man' Kim Jong-Un: Reminds Me of 'The Economist' Cover https://t.co/8oHdjc3yYQ,84
484,0.0,2017-09-17 20:04:43+00:00,0.0,1.0,0.0,FoxNews,Jamaica's Violet Brown dies at 117; Japan woman now oldest https://t.co/ywSbICbzzq,85
485,0.0,2017-09-17 19:50:52+00:00,0.0,1.0,0.0,FoxNews,.@realDonaldTrump retweets edited video of him hitting @HillaryClinton with golf ball https://t.co/4ob6DLpZwx,86
486,0.0,2017-09-17 19:39:23+00:00,0.0,1.0,0.0,FoxNews,RT @EricShawnTV: I anchor @FoxNews at 4 and 6 pm ET: @POTUS @realDonaldTrump's #UN speech. What to expect. Watch @AmbJohnBolton:  https://t…,87
487,-0.25,2017-09-17 19:25:11+00:00,0.163,0.714,0.123,FoxNews,Citizen-soldiers from the Puerto Rico National Guard depart for St. Thomas to provide disaster relief in the wake o… https://t.co/Ia5Vw5zC7z,88
488,0.0,2017-09-17 19:22:35+00:00,0.0,1.0,0.0,FoxNews,Model goes from @ChipotleTweets to runway in 10 days after being discovered https://t.co/RHrlIbLeOj,89
489,0.0,2017-09-17 19:12:55+00:00,0.0,1.0,0.0,FoxNews,.@KellyannePolls: @POTUS Has Never Changed His Mind on Constructing the Wall https://t.co/fv3KqfoZCn,90
490,-0.4019,2017-09-17 19:11:00+00:00,0.26,0.611,0.13,FoxNews,Tropical Storm Maria becomes growing threat to Caribbean islands https://t.co/GY244Ed1j5,91
491,-0.2263,2017-09-17 19:05:42+00:00,0.112,0.888,0.0,FoxNews,NYC hospital hit with $2.5M lawsuit after allegedly faxing man's HIV diagnosis to his workplace https://t.co/Ix4YU1pSc0,92
492,0.0516,2017-09-17 18:56:43+00:00,0.0,0.893,0.107,FoxNews,".@KevinHart4real reveals alleged extortion attempt in apology to wife, kids https://t.co/XiLOE7adHw",93
493,-0.765,2017-09-17 18:41:05+00:00,0.375,0.625,0.0,FoxNews,.@HillaryClinton 'rejects premise' husband meeting AG Lynch on tarmac critically hurt campaign https://t.co/242piDdcQz,94
494,-0.6486,2017-09-17 18:30:00+00:00,0.323,0.677,0.0,FoxNews,Georgia Tech student shot dead by police on campus https://t.co/Alcr5jKmsw,95
495,-0.4019,2017-09-17 18:07:41+00:00,0.179,0.821,0.0,FoxNews,A parachutist representing the Navy SEALs missed the mark and crashed into a barrier at a @BYU football game. The p… https://t.co/aD05Q93Nv0,96
496,-0.128,2017-09-17 18:03:03+00:00,0.196,0.635,0.169,FoxNews,'It' factor: California cops pose for viral photo inspired by horror film https://t.co/RY0CSXJvHZ https://t.co/oJXzwWUqQW,97
497,0.6114,2017-09-17 17:55:01+00:00,0.0,0.778,0.222,FoxNews,"Happy #ConstitutionDay! On this day in 1787, the Founding Fathers signed the U.S. Constitution. https://t.co/BQwTuQzhdt",98
498,0.7171,2017-09-17 17:46:37+00:00,0.0,0.77,0.23,FoxNews,They’re some of the most influential figures in the world. Get ready for a side of them you’ve never seen! Watch OB… https://t.co/yMCSJLgCh2,99
499,0.4939,2017-09-17 17:35:02+00:00,0.0,0.738,0.262,FoxNews,Sweden's 'man-free' music festival prompts response from transgender people https://t.co/9Xwa22CxzT,100
